id,name,street_address,city,state,zip_code,neighborhood,no_floors,residential_units,year_built,description,subway,borough,placekey
305230,The Atelier Condo,635 WEST 42 STREET,New York,NY,10036,#Manhattan#Midtown#Midtown West#,46,400,2005,"The Atelier Condo, designed by the award-winning architectural firm Costas Kondylis &amp; Partners, is equal parts resort, art gallery and private club. It contains 475 units, all supplying incredible views of Manhattan and the Hudson River. <br><br>The Atelier is jam-packed with amenities: A 12,000-square-foot health club including a sky-lit swimming pool. a rooftop lounge and rooftop terraces, basketball and tennis courts, free breakfast in the lobby daily and so much more.<br>Further adding to its allure is its qualifications as a Green Building, The Atelier is now the tallest residential building in the country with solar panels on the roof. <br><br>The Atelier contains apartments that range from studios to three-bedroom units. All units have generous layouts, modern kitchens with premium appliances and bathrooms with quality fixtures and detailed finishes.",\N,MN,222@627-wbt-ndv
293771,2 GOLD STREET,2 GOLD STREET,New York,NY,10038,#Manhattan#Downtown#Financial District#,51,650,2003,"2 Gold Street, a rental building operated by TF Cornerstone, is situated in the heart of New York City's Financial District. Designed by Avinash Malhotra Architects, this residential complex features an array of studio, one, two, and three-bedroom apartments. The building, consisting of 51 floors and 839 units, is part of a complex with 201 Pearl Street and was built in 2003.

The apartments at 2 Gold Street boast modern amenities, including floor-to-ceiling thermopane windows, elegant strip wood flooring, and premium stainless steel appliances. Many units offer open floorplans, private terraces, and balconies, providing a variety of living options, including space for remote work.

Residents can enjoy a range of amenities, such as a glass-enclosed heated lap pool with lounge seating, a state-of-the-art fitness center with a yoga room, a spacious children's playroom, a lounge and club room with billiards tables and screening area, a solarium with indoor and outdoor lounge and dining areas, a garden with a running fountain and sundeck, and HomeWork: TFC's carefully curated co-working spaces throughout the building, featuring printing services and a conference room.

Additional features of the building include a 24-hour doorman, lobby lounge, resident lounge, billiards, a landscaped roof deck, a sundeck, and a pet-friendly environment. The Financial District, known as the financial hub of the city, offers a mix of business, historical landmarks, and recreational options, making 2 Gold Street an attractive living space for those seeking a vibrant urban lifestyle in Lower Manhattan.","#2#,#3#,#4#,#5#,#A#,#C#,#J#,#Z#,#R#",MN,228@627-wbz-rrk
293702,Greenwich Club,13 RECTOR STREET,New York,NY,10006,#Manhattan#Downtown#Financial District#,38,452,1956,"Greenwich Club Residences is a luxury condominium building located in the Financial District of New York City. Situated at 88 Greenwich Street, this historic Art Deco building was originally constructed in 1929 as an office tower and was later converted into residential units in 2007.

The building stands 37 stories tall and offers 452 units, ranging from studios to spacious one, two, and three-bedroom apartments. Greenwich Club Residences is renowned for its elegant architecture and sophisticated interior design. The apartments feature high ceilings, large windows that provide ample natural light, hardwood floors, and modern finishes, creating a comfortable and stylish living environment for residents.

Residents of Greenwich Club Residences enjoy a wide range of amenities, including a 24-hour doorman and concierge services, a state-of-the-art fitness center, a business center, and a residents' lounge. The building also boasts a stunning rooftop terrace with panoramic views of the Manhattan skyline and the Hudson River, providing a perfect spot for relaxation and social gatherings.

One of the standout features of Greenwich Club Residences is its prime location in the Financial District. Situated in the heart of downtown Manhattan, residents have easy access to the city's major financial institutions, world-class dining, shopping, and entertainment options. The building is also conveniently located near several subway lines, making it a convenient base for commuters.","#1#,#2#,#3#,#4#,#5#,#A#,#C#,#J#,#Z#,#R#",MN,22b@627-wbz-45f
302106,Chelsea Mercantile,252 7 AVENUE,New York,NY,10001,#Manhattan#Downtown#Chelsea#,19,352,1910,"The Chelsea Mercantile is a luxury condominium located at 252 7th Avenue in the heart of Chelsea, New York City. This building offers a range of beautifully designed loft-style apartments that provide a combination of modern elegance and classic design appeal.<br><br>Residents of The Chelsea Mercantile enjoy a variety of amenities and conveniences. The building features a full-time doorman, ensuring a secure and welcoming environment. The on-site gym allows residents to stay fit and active, while the children's playroom provides a space for young ones to have fun. The roof deck offers stunning views of the city skyline, perfect for relaxing or entertaining guests.<br><br>The apartments at The Chelsea Mercantile are thoughtfully designed with attention to detail. Features such as high ceilings, large windows, and open floor plans create a bright and spacious living environment. Kitchens are equipped with top-of-the-line appliances, making cooking and entertaining a breeze. Bedrooms are generously sized and offer ample storage space, while bathrooms are beautifully finished with high-quality materials. In addition to its luxurious amenities and well-designed apartments, The Chelsea Mercantile boasts a prime location. Surrounded by train stations, Whole Foods, parks, the High Line, schools, and a vibrant nightlife and shopping scene, residents have everything they need right at their doorstep.<br><br>The Chelsea Mercantile is an exceptional place to call home, offering a perfect blend of style, convenience, and luxury in the heart of Chelsea.","#1#,#C#,#E#,#F#,#M#",MN,22b@627-s8j-9xq
293784,99 John Deco Lofts,99 JOHN STREET,New York,NY,10038,#Manhattan#Downtown#Financial District#,25,438,2003,"Located at the prestigious address of 99 John Street in the heart of Manhattan, New York, 99 John Deco Lofts stands as a distinguished embodiment of Art Deco architecture, capturing the essence of both history and modernity. Originally erected in 1933, this iconic structure was thoughtfully transformed into a luxurious condominium in 2008, seamlessly blending its timeless charm with contemporary comforts.

Rising majestically to a height of 25 floors, 99 John Deco Lofts boasts a total of 442 meticulously designed residential units, each offering a unique and captivating living experience within the bustling urban landscape of Manhattan. Its prime location offers residents unparalleled access to the vibrant cultural, culinary, and commercial offerings that the city has to offer, making it a coveted address for those seeking an exceptional urban lifestyle.

In homage to its original architectural grandeur, 99 John Deco Lofts proudly embodies the distinctive Art Deco style, characterized by its bold geometric forms, elegant symmetry, and intricate detailing. The building's design pays homage to the iconic Empire State Building, as it was envisioned by the esteemed architectural firm of Shreve, Lamb and Harmon, the very minds behind the Empire State Building itself.

Within the refined confines of 99 John Deco Lofts, residents are treated to an array of modern amenities, ensuring a comfortable and enriching lifestyle. A thoughtfully appointed bike room encourages environmentally conscious transportation, while a fully-equipped gym caters to the health and wellness needs of its discerning residents. A dedicated children's playroom provides a safe and enjoyable space for families, while the convenience of valet services adds an extra layer of luxury to daily living. Moreover, the crowning jewel of 99 John Deco Lofts is its serene roof deck, affording panoramic vistas of the city skyline, offering an idyllic setting for relaxation and social gatherings.

In a harmonious marriage of history and innovation, 99 John Deco Lofts stands as a testament to architectural excellence and refined living. Its Art Deco heritage, combined with the visionary transformation by Rockrose, ensures that this address will continue to captivate and inspire for generations to come.","#2#,#3#,#4#,#5#,#6#,#A#,#C#,#J#,#Z#,#R#",MN,225@627-wbz-s3q
293690,The Ritz-Carlton Residences,10 LITTLE WEST STREET,New York,NY,10004,#Manhattan#Downtown#Battery Park City#,38,115,2003,"10 Little West Street, known as The Residences at The Ritz-Carlton, is an iconic luxury residential building located in the heart of Battery Park City, Manhattan. Completed in 2001, this prestigious high-rise stands as a symbol of refined urban living and architectural elegance. The building's connection to the esteemed Ritz-Carlton brand ensures a standard of service and luxury that is unparalleled, offering residents a lifestyle of comfort and convenience in one of New York City's most sought-after waterfront neighborhoods.

Residents of 10 Little West Street enjoy a comprehensive array of amenities designed to elevate their quality of life. The building features a 24-hour concierge and doorman service, ensuring security and convenience at all times. A state-of-the-art fitness center and yoga studio are available on-site, allowing residents to maintain their health and wellness routines without leaving the building. The beautifully landscaped rooftop terrace offers stunning panoramic views of the city and waterfront, providing a serene retreat for relaxation or social gatherings. Additional amenities include a residents' lounge, a children's playroom, a business center, and valet parking. The Ritz-Carlton also offers its renowned hotel services, including in-residence dining, housekeeping, and access to the hotel's spa and restaurants, ensuring a lifestyle of unparalleled luxury and convenience.

The location of 10 Little West Street provides excellent access to public transportation, making it an ideal residence for commuters. The 1, R, and W subway lines are accessible at the nearby Rector Street station, while the 4 and 5 lines can be reached at the Wall Street station, providing quick and efficient commutes to various parts of Manhattan and beyond. Additionally, the PATH train at the World Trade Center station offers connectivity to New Jersey, further enhancing convenience for residents.

Battery Park City is a vibrant and tranquil neighborhood known for its expansive green spaces, waterfront parks, and cultural attractions. Just a short walk from 10 Little West Street, residents can explore Battery Park, which offers scenic waterfront views, walking and biking paths, and various recreational activities. The nearby Brookfield Place and Westfield World Trade Center provide a plethora of high-end shopping, dining, and entertainment options, catering to all tastes and preferences. Cultural landmarks such as the National September 11 Memorial & Museum and the Museum of Jewish Heritage further enrich the neighborhood's dynamic atmosphere.","#1#,#4#,#5#,#J#,#Z#,#R#",MN,222@627-s5w-vs5
293712,63 WALL STREET,63 WALL STREET,New York,NY,10005,#Manhattan#Downtown#Financial District#,37,476,1929,"63 Wall Street, a luxury rental building nestled in the Financial District of New York, offers a distinctive living experience by combining two of the finest residential buildings in lower Manhattan. With its prime location in the heart of the historic Financial District, 63 Wall Street seamlessly blends classic architectural form with contemporary construction, providing residents with a modern rental experience in a landmarked building.

The building's amenities are unparalleled, featuring a resident-only speakeasy bar and lounge named The Transcript, offering craft cocktails and monthly events. Residents can enjoy valet services, a 24-hour doorman, and concierge services, providing a high-end hotel experience. The building houses a range of fitness facilities, including a two-story fitness center with Peloton® bikes, a cardio room, weight room, and dance/yoga studio. Additional amenities include a sky lounge and roof terrace with BBQs, a social lounge, game room, golf simulator, children's playroom, library, business center, in-unit washer/dryer, storage cages, and bike racks.

The interior of the 476 apartments, spread across 37 floors and built in 2004, showcases modern finishes, city views, and a variety of layouts, including studio, 1- and 2-bedroom apartments, many with home offices or terraces. The completely renovated gourmet kitchens feature custom cabinetry, brushed stainless steel fixtures, and elegant Italian marble finishes in bathrooms.

Residents can benefit from hotel-inspired services such as 24/7 doorman, valet, concierge, wash and fold, and exclusive access to The Transcript. The building is strategically located within close proximity to eight subway lines, providing easy access to the rest of the city. Ground-floor retailers like Sweetgreen, Cava, Le Labo, Joe the Juice, La Colombe, &pizza, and Proper Foods contribute to the convenience of daily life in the vibrant Financial District.","#1#,#2#,#3#,#4#,#5#,#A#,#C#,#J#,#Z#,#R#",MN,222@627-wbz-syv
293743,The Collection,18 PINE STREET,New York,NY,10005,#Manhattan#Downtown#Financial District#,38,408,1928,"The Collection at 20 Pine Street is a residential building located in the heart of the Financial District in Manhattan, New York City. Originally constructed as a commercial office building in the 1920s, it was later converted into luxury condominiums in 2005. The building stands out for its distinctive Art Deco architecture, featuring a limestone facade and intricate detailing.<br><br>Comprising 409 units spread across 35 floors, The Collection offers a variety of floor plans, including studios, one-bedroom, and two-bedroom apartments, catering to diverse residential needs. Residents enjoy modern amenities such as a fitness center, spa facilities, a lap pool, a lounge, and a landscaped terrace. Additionally, the building provides services such as 24-hour doorman and concierge, enhancing residents' convenience and security.<br><br>The location of The Collection at 20 Pine Street offers easy access to transportation options, including subway lines and major thoroughfares, making it convenient for residents to commute within the city. Its proximity to various dining, shopping, and cultural attractions further adds to its appeal.<br><br>Overall, The Collection at 20 Pine Street offers a blend of historic charm and contemporary luxury, making it an attractive residential option for those seeking upscale living in the vibrant Financial District of New York City.","#1#,#2#,#3#,#4#,#5#,#A#,#C#,#E#,#J#,#Z#,#R#",MN,226@627-wbz-td9
305253,One Lincoln Plaza,20 WEST 64 STREET,New York,NY,10023,#Manhattan#Upper West Side#,42,655,1970,"Rising 43 stories above the vibrant intersection of Broadway and 64th Street, One Lincoln Plaza at 20 West 64th Street stands as a landmark of luxury living on Manhattan's Upper West Side. Completed in 1971 by architect Philip Birnbaum, this mixed-use building seamlessly blends commercial and residential spaces, offering a convenient and dynamic environment.

One Lincoln Plaza boasts 671 condominium residences, ranging from studios to spacious five-bedroom apartments. Floor-to-ceiling windows grace many residences, capturing breathtaking views of the city skyline and the Hudson River. Residents enjoy a collection of high-end finishes and contemporary design elements, creating a sophisticated and modern living space.

Beyond the residences, One Lincoln Plaza provides a wealth of amenities designed to cater to a luxurious lifestyle. A state-of-the-art fitness center with separate facilities for men and women offers ample opportunities for physical activity. Residents can unwind in the glass-enclosed rooftop swimming pool, soak up the sun on the adjacent sundeck, or relax in the sauna after a workout. A 24-hour doorman and concierge service ensures a secure and convenient living environment, while on-site parking with valet service adds further convenience.

The prime location at the heart of Lincoln Square places residents within steps of world-renowned cultural institutions. Lincoln Center, a performing arts complex with iconic venues like the Metropolitan Opera House and David Geffen Hall, offers a vibrant calendar of events. Central Park, a sprawling green oasis, provides a tranquil escape amidst the urban energy, while the shops and restaurants lining Broadway offer a lively atmosphere and diverse options for exploration. Several subway lines, including the 1, 2, A, C, and B trains at various stations nearby, provide seamless connectivity to the rest of Manhattan and beyond.

One Lincoln Plaza presents a compelling option for those seeking a luxurious and centrally located home in a vibrant neighborhood. With its sophisticated residences, exceptional amenities, and prime location near cultural attractions and green spaces, this address offers an unparalleled living experience within the heart of the Upper West Side.","#1#,#A#,#C#,#B#,#D#",MN,228@627-s4r-52k
293730,75 Wall Street,75 WALL STREET,New York,NY,10005,#Manhattan#Downtown#Financial District#,36,346,1987,"Nestled in the heart of New York City's iconic Financial District, 75 Wall Street stands as a remarkable testament to luxury living and historical significance. This 43-story mixed-use building, originally designed by Welton Becket &amp; Associates and developed by London &amp; Leeds, has evolved from its inception as the North American headquarters of Barclays to a modern symbol of upscale urban living. Today, 75 Wall Street offers an exclusive blend of residential and hotel accommodations, making it a coveted address for those seeking a sophisticated lifestyle in one of the city's most dynamic neighborhoods.<br><br>The upper floors of 75 Wall Street have been masterfully converted into 346 residential condominiums, each boasting small floor plates and tall ceilings that create an ambiance of spacious elegance. These residences are more than just homes; they are sanctuaries in the sky, offering breathtaking views of the Manhattan skyline and a tranquil escape from the bustling streets below. The thoughtful design, including amenities like a rooftop lounge and a private screening room by renowned interior designer David Rockwell, ensures a living experience that is both luxurious and comfortable.<br><br>The lower floors of the building are home to the Hyatt Centric Wall Street New York, a hotel managed by Blue Sky Hospitality. This hotel offers 253 well-appointed rooms, providing guests with an exceptional stay in the Financial District. The seamless integration of residential and hotel spaces within 75 Wall Street offers a unique living experience, where residents can enjoy the conveniences and services of a luxury hotel right at their doorstep.<br><br>Located at the prestigious corner of Wall Street and Water Street, 75 Wall Street is more than just an address; it's a lifestyle choice for those who value the rich history and vibrant future of Lower Manhattan. With easy access to corporate headquarters, historical sites, and the energetic pulse of the city, residents of 75 Wall Street are perfectly positioned to experience the best of New York City living.","#1#,#2#,#3#,#4#,#5#,#A#,#C#,#J#,#Z#,#R#",MN,229@627-wc2-3kf
